Id	EssaySet	Score1	Score2	EssayText	
490	2	1	1	Um die Validität der Ergebnisse zu verbessern, ist es notwendig, die Erfahrungen (mindestens drei) zu wiederholen und den Einfluss externer Faktoren wie Temperatur und Feuchtigkeit zu bewerten. Gemäß den in dem Experiment erhaltenen Daten hat die Probe A eine größere Dehnbarkeit und die Probe C hat einziehbare Eigenschaften.	
491	2	1	2	a) Nachdem der Test auf die Dehnbarkeit von 4 unterschiedlichen Polymerkunstoffen durchgeführt wurde, konnte man bei drei der vier getesteten Kunstoffen eine Verformung messen, und zwar wurde die Plastikart A um 2 mm gestreckt, Plastikart B um 1 mm gestreckt, Plastikart C wurde um 1 mm gestaucht und Plastikart D wurde weder gestreckt noch gestaucht. b) Methode 1: Anstatt die Kunstoffprobe an die Ecke des Tisches zu kleben, hätte man besser ein Schraubstock benutzt.  Methode 2: Gleichgroße Plastikstücke benutzen um eine bessere Validierung zu erhalten.	
492	2	0	0	Folgen Sie der Verordnung, die Forscher Ihnen geben, ist wichtig für die Wirksamkeit	
493	2	1	1	- Gemäß den im Experiment erhaltenen Daten hat Probe A eine größere Dehnbarkeit und Probe C hat einziehbare Eigenschaften.  - Um die Validität der Ergebnisse zu verbessern, ist es notwendig, die Erfahrungen (mindestens drei) zu wiederholen und den Einfluss externer Faktoren wie Temperatur und Feuchtigkeit zu bewerten.	
494	2	2	2	a. Es gibt Polymere die sich durch gewichtseinfluss dehnen lassen und es gibt Polymere die standhafter sind. b. 1. Die unrsprungslänge des Poymers      2. die Polymerart	
495	2	0	0	.	
496	2	1	1	welche plastikart, welche gewichte	
497	2	0	0	a. Schlussfolgerung :  Polymerkunststoffe  A,B haben sich ausgedehnt, D hat sich nicht verändert und  Kunststoff C hat  geschrumpft	
498	2	0	1	um wie viel hat der Kleber nachgegeben wie groß ist das loch geworden wie schwer waren die Gewichte	
499	2	1	1	a) Man kann feststellen, dass das selbe Material unterschiedlich gestreckt wird b) Schwer zu sagen wie er die Ergebnisse hätte verbessern können...eventuell ist das Messkonzept nicht zu 100% logisch und man hätte dieses anders darstellen können	
500	2	0	0	Folgen Sie der Verordnung, die Forscher Ihnen geben, ist wichtig für die Wirksamkeit	
501	2	1	1	- Welche Kunststoffe wurden verwendet - Wenn ein Kunststoff länger ist, kann man ihn auch einfacher auseinanderziehen - Länge des ungestreckten Kunststoffes	
502	2	2	3	a) Verformbarkeit: D>B>C>A b) Versuch insgesamt 3x exakt gleich durchführen und Mittelwert bilden       obere Ecke auch einspannen, nicht festkleben, Zeit variiren	
503	2	2	2	Keine Angabe über die Länge des Kunststoffteils. Kunststoffteile von gleicher Länge wären für einen Vergleich geeigneter. Alternativ eine prozentuale Angabe der Dehnung als Ergebnis sinnvoller. Statt der NAmen ABC wäre es für eine Ergebnisbetrachtung relevant um welche Kunststoffe es sich handelt.	
504	2	3	1	Die Plastikart B ist am dehnbarsten, gefolgt von D, C und A.  Verbesserungsmöglichkeiten: 1. Man hätte den Versuch mit unterschiedlichen ""Hängezeiten"" durchführen können. 2.  Man hätte den Versuch mit unterschiedlichen Gewichten durchführen können.	
505	2	2	2	Je mehr Durchläufe, desto akurater der Mittelwert - mehr Messungen Exaktere Bedingungen (welche Gewichte? Immer an der exakt selben Stelle? Zeitmessung mit Stopuhr?)	
506	2	1	1	Er hätte eine längere Zeit abwarten können. Außerdem hätte er eventuell mehr als zwei Versuchsreihen durchlaufen lassen können, um das Ergebnis zu festigen.	
507	2	0	1	Schlussfolgerung: A und B leiern aus, während C und D gleich bleiben bzw. sogar sich verhärten. Verbesserungen: Digitale Überwachung des Ablaufs; parallele Vergleichsaufbauten zur besseren Analogie.	
508	2	0	0	Antwort C hat sich wieder zusammen gezogen. Art des Kunststoffes.	
509	2	1	1	Probe A zeigt eine größere Dehnbarkeit und Probe C zeigt einziehbare Eigenschaften.  Um die Validität der Ergebnisse zu verbessern, sind mehr Wiederholungen erforderlich	
510	2	1	2	- Gemäß den im Experiment erhaltenen Daten hat Probe A eine größere Dehnbarkeit und Probe C hat einziehbare Eigenschaften.   - Um die Validität der Ergebnisse zu verbessern, ist es notwendig, die Erfahrungen zu wiederholen und den Einfluss externer Faktoren wie Temperatur und Feuchtigkeit zu bewerten.	
511	2	2	1	wenn ein material einmal gedehnt wurde lässt es sich danach nicht mehr so weit dehnen sondern nur noch um ein bruchteil.  verbessern durch das heranhängen verschiedener gewichte  und mehr durchgänge	
512	2	2	3	a) Plastikart B dehnt sich am meisten, Plastikart D am zweitmeisten, Plastikart C am drittmeisten und Plastikart A am wenigsten (jedenfalls absolut, für den prozentualen Vergleich müssten zuvor gleiche Längen aller Plastikarten sichergestellt werden). Für die Plastikart A ist außerdem die Abweichung zwischen den Durchgängen am höchsten, für die Plastikarten B und C ist sie geringer und Plastikart D scheint in beiden Durchgängen gleichermaßen gedehnt zu werden.  b)  Sicherstellen einer gleichbleibenden Temperatur innerhalb des Versuchsaufbaus (möglicher Einfluss von Hitze auf Dehnungsverhalten); gleiche Länge aller Plastikarten zu Beginn der Versuchs	
513	2	1	1	Mehr Versuche= besseres Ergebnis.	
514	2	3	2	Die Kunststoffe A und C sind nicht so dehnbar wie B und D.  Man sollte mehr als zwei Messungen durchführen, um durch die Standardabweichung festzulegen, ob die Ergebnisse signifikant sind. Unterscheidliche Gewichte für mehere Messreihen verwenden.	
515	2	0	0	Folgen Sie der Verordnung, die Forscher Ihnen geben, ist wichtig für die Wirksamkeit	
516	2	1	2	Plastik A, B und D dehnen sich gleich oder mehr beim 2. Versuch. Nur C dehnt sich weniger.  Er sollte die Proben nicht am Tisch ankleben sonder mit einer festen Verbindung anbringen die konstant bleibt	
517	2	0	0	- Der Schüler zeigt die Variation verschiedener Polymere.	
518	2	0	1	es kann geschlossen werden, dass das Material A dasjenige ist, das eine größere Dehnbarkeit der untersuchten Materialien aufweist, und das Material C dasjenige ist, das eine geringere Dehnbarkeit aufweist. Sie können sogar von einem versenkbaren Effekt sprechen.  Die Studie kann verbessert werden, einschließlich Daten über den Einfluss von Temperatur und Feuchtigkeit auf die zu verwendenden Materialien. Andere Materialien können hinzugefügt werden.	
519	2	0	0	Sample A ist am meisten erweiterbar und Sample C ist einziehbar.  Sie können die Umgebungsbedingungen wie Temperatur und Luftfeuchtigkeit variieren, um zu sehen, wie sie die Ergebnisse beeinflussen.	
520	2	0	0	Probe A ist das am meisten dehnbare der vier Polymerharze. Probe C ist einziehbar.  Unterschiedliche Materialdicken können bewertet werden Verschiedene Umgebungsbedingungen von Wärme und Feuchtigkeit können bewertet werden.	
521	2	0	0	versuchen Sie, die Leistung zu verbessern	
522	2	2	1	a. Kunststoff a und b lassen sind nicht elatisch genug und ""leiern aus"". Kunststoff C ist genau das gegenteil bzw hat er sich hier vermutlich vermessen. Kunststoff D ist qualitativ hochwertig und wird von dem gewicht nicht ausgeleiert. b. Mit mehr gleichen Proben (zb 4x C) kann man einen mittelwert bilden um so messfehler zu verringern bzw produktionsfehler auszuschließen.  Ebenfalls kann man dann mit mehreren gewichten den Versuch durchführen.	
523	2	1	1	a) Es gibt Kunststoffe, die sich unter Gewicht ausdehnen. Es gibt Kunststoffe, sie sich unter Gewicht verkürzen und es gibt Kunststoffe, deren Gewicht sich unter Belastung nicht ausdehnt.  b) Verlängerung der Belastung durch das Gewicht - also 10 Minuten statt nur 5.  Kunststoffproben nebeneinandern aufhängen und die unterschiedlichen Ergebnisse im Foto festhalten.	
524	2	1	1	gute Vergleichsmöglichkeit anstatt einem Gewicht eine Metallfeder am Boden befestigen und zur Kunststoffprobe ziehen verschiedene Grössen der Probe nehmen	
525	2	2	2	Plastikart A ist am dehnbarsten. Alle Plastikarten sollten zu Beginn gleich lang sein  Es wäre besser sie nicht am tisch festzumachen sodass sie um die ecke hängen, sonder sie zb an der wand zu befestigen, wo sie gerade herunterhängen können.	
526	2	1	2	Schlussfolgerung: Plastikart A weist die höchste Variabilität zwischen den zwei Durchläufen auf, B die niedrigste.  Verbesserungsmöglichkeiten: Erfassung der Raumtemperatur, Erfassung der Luftfeuchtigkeit.	
527	2	2	3	Die Ergebnisse weichen in drei von vier Fällen voneinander ab. Die Frage ist, ob es an Messungenauigkeit oder an Abweichungen der Proben liegt.  Genaueres Messen Einheitlichkeit der Proben sicherstellen	
528	2	0	1	Es ist fast zum gleichen Ergebnis gekommen. Hätten Unterschiedliche Mengen nehmen können um einen anderes Ergebnis zu erzielen.	
529	2	3	2	Das Verhalten der Stoffe ist unterschiedlich: manche dehnen sich, je länger man dehnt, desto mehr, manche dehnen sich weniger, manche dehnen sich pro Zeiteinheit um die gleiche Strecke aus.  Er hätte die gleiche Versuchsanordnung mit unterschiedlich schwerden Gewichten untersuchen können - und so herausfinden können, ob z.B. einer der Kunststoffe reisst, wenn das Gewicht zu stark ist.  Er hätte die Kunststoffe zuvor kühlen oder erwärmen können, um zu sehen, ob sich ihre Eigenschaften dadurch verändern.	
530	2	2	1	Ergebnisse sind identisch, Unterschiede sind Toleranzen oder Meßfehler.  Aus der Anleitung geht nicht hervor, ob die Proben gleich lang waren. Er könnte mehrere Durchgänge mit unterschiedlichen Gewichten oder Dauern durchführen.	
531	2	0	0	a) Plastikart A und B sind länger geworden (A um 2 mm und B um 1 mm), Plastikart C ist um 1 mm kürzer geworden, Plastikart D ist so geblieben b) ???	
532	2	0	0	verschiedene Plastikarten -werden mit Gewicht gestreckt -dananch werden ihre längern vorher und nachher gemessen	
533	2	1	1	a. Polymer A hat die größte Formveränderung durchlaufen, Polymer D blieb augenscheinlich unverändert und Proben B und C haben minimale Veränderungen vorzuweisen. b. Er hätte längere Proben verwenden können um aussagekräftigere Ergebnisse zu erzielen und eine veränderte Befestigung verwenden welche ermöglicht die Ausdehnung der Materialien unter Gewicht zu bestimmen.	
534	2	1	1	a) Obwohl es der selbe Ablauf war, unterscheiden sich die beiden Ergebnisse. b) 1. die Zeit genau Messen (wurde eine Stoppuhr benutzt?) 2. Parallaxe vermeiden?	
535	2	0	0	mehr erhitzen heiß kalt schnell abwechseln	
536	2	2	2	A) in Bezug auf D1 hatte D2 eine größere exakte Dehnung in Probe C, wo das Ergebnis eine geringere Dehnung als die anderen Proben aufwies.  B)  1. Ich denke, dass es verbessert werden könnte, indem man eine dritte Probe sammelt, mit der es mit den anderen 2 Ergebnissen verglichen werden kann und die Qualität von beiden überprüfen kann.  2. Wenden Sie mehr Minuten an, wenn die Proben hängen, statt 5 Minuten, versuchen Sie 10 Minuten beide Proben.	
537	2	2	3	Die Kunststoffe reagieren unterschiedlich auf die Belastung. Manche gegen nach zusätzlicher Belastung stärker nach, andere werden resistenter. Die Umgebungstemperatur wäre interessant gewesen, sowie die Dicke der Kunsstoffe.	
538	2	2	2	a. Nur bei einem Kunststoff kommt dasselbe Ergebnis in beiden Durchgängen heraus. Daraus folgt, dass der Versuchsaufbau zu ungenau ist. b. Die Befestigung könnte stabiler sein (z.B. durch einen Nagel statt Kleber). Man könnte den Versuch mit unterschiedlich viel Zeit durchführen.	
539	2	0	0	keine Ahnung	
540	2	2	2	Wie schwer sind die Gewichte? Wie dick ist der Kunststoff? Sind alle Proben gleich dick?	
541	2	3	2	die Kunststoffe verhalten sich unterschiedlich, so dass keine Gemeinsamkeit festgestellt werden kann.  Statt eines chemischen Klebers, der den Kunststoff in seiner Materialeigenschaft  manipuliert, hätte man statt dessen eine z. B. mechanische Klemme verwenden sollen. Desweiteren hätte man das Experiment mit verschiedenen Gewichten durchführen sollen.	
542	2	3	3	a) Plastikart B ist dehnbarer als Plastikart A b) 1. Die Streckung relativ zur Länge der jeweiligen Probe in Prozent angeben anstatt in Millimetern.       2. Mehr als nur zwei Durchgänge verwenden um die Statistik des Ergebnisses zu verbessern.	
543	2	2	2	Das Experiment zeigt, dass sich die Proben ungfefähr vorhersehbar verhalten.Man hätte noch mehrere Versuchsdurchläufe machen können und es mit unterschiedlichen Gewichten durchführen können.	
544	2	2	2	Die Daten in der Tabelle geben an um wieviel die jeweiligen Kunststoffe nach der Dehnung an Länge hinzugewonnen haben. Um die Dehnbarkeit besser verggleichen zu können, müsste in der Tabelle außerdem die Ausgangslänge der verwendeten Kunststoffe und die bei der Dehnung verwendeten Gewichte in g angegeben werden.	
545	2	3	3	a.  Rein auf Basis der Daten ist Kunstoff B am dehnbarsten. b. Kunststoffproben gleicher Länge (geht nicht klar hervor) Statt der Befestigung am Tisch, lieber einen Haken verwenden Messen vor Entfernung der Gewichte, um Faktor der Kontraktion auszuschließen	
546	2	2	1	a) Es lässt erkennen, dass der Schüler nicht sauber genug gearbeitet hat. Im Fall ""C"" kam es dazu, dass das Kunststoff kürzer wurde, was nicht richtig sein kann. Generell lässt sich nämlich eine Verlängerung feststellen b) Mehrere Versuche durchführen, damit man mehrere Ergebnisse (Durchläufe) hat, um einen Durchschnitt der Verlängerung zu ermitteln.	
547	2	3	3	-Unklar ist, ob D1 mit den identischen Kunststoffproben des jeweiligen Materials gemacht wurde oder mit neuen.  Falls mit neuen: Unterschiedliche Kunststoffarten weisen eine unterschiedlich starke Dehnbarkeit auf. Die Dehnbarkeit im 2. Durchgang entspricht nur bei Kunststoff D dem 1. Durchgang, somit ist nur diese Messung reliabel und valide. Bei A, B, C erklären möglicherweise Meßfehler die Abweichungen nach oben bzw. unten (z.B. Zeit des Hängens mit Gewichten) oder nicht identische Maße/Volumen der Plastikproben A, B, C, D sowie in D1 und D2 oder Raumtemperaturveränderungen die Differenzen zwischen den Werten D1 und D2.  Verbesserungen: Plastikteile müssen alle das selbe Gewicht/Länge, Breite/Volumen haben; Raumtemperatur konstant halten (messen!), präzise  Ausmessung, wo die Klemmen am Plastik angebracht werden müssen.	
548	2	2	1	Alle Kunststoffe wurden gestreckt. Am wenigsten gestreckt wurde Probe A. Am meisten wurde Probe B gestreckt. Validität verbessern durch Verwendung unterschiedlicher Gewichte, um zu testen wie diese sich auf die Streckung auswirken.	
549	2	0	0	mein Schlussfolgerung dass bei D1 sich reduziert und bei D2 nicht  1- bisschen deutlicher erklären 2 - einfacher Begriefe benutzen	
550	2	0	0	Weißt du doch nicht. Am besten du nimmst die nächste Anwort, hier steht nur Müll.	
551	2	3	3	a. Die Kunststoffproben verhalten sich unterschiedlich, es handelt sich als wahrscheinlich um unterschiedliche Kunststoffe b. - Form und Größe der Proben muss genau gleich sein - bessere Methode zur Befestigung.	
552	2	0	1	Er hätte neue Proben der jeweilgen Plastikart nehmen sollen	
553	2	0	0	10 12 22 23 14 13 20 20 Entferne die Gewichte Wiederhole die Prozedur	
554	2	2	1	Die meisten Arten wurden gedehnt, aber es ist nicht ersichtlich mit welchen Gewichten gearbeitet wurde. Dies sollte mit beschrieben werden. Eventuell noch ein dritter Versuch in dem die Zeit erhöht wird.	
555	2	1	2	Kunststoff B dehnt sich am meisten aus, gefolgt von Kunststoff D, C und A. Wie groß die Belastung jeweils war, geht aus der Beschreibung nicht hervor.	
556	2	2	2	a. Beim zweiten Durchlauf wurde jeder Kunststoff nur geringfügig gestreckt b. Festlegung des Gewichtes der Gewichte      Gleiche Länge jeder Kunststoffprobe	
557	2	0	1	er sollte materialien besser befestigen	
558	2	0	0	das habe ich auch nicht verstanden	
559	2	1	2	Schlussfolgerung: Jede Plastikart außer D hat sich im 2. Durchlauf anders verhalten als beim ersten. Man hätte die Temperatur mit berücksichtigen müssen und die Zeit des Durchlaufs.	
560	2	2	2	a) Unterschiedliches Plastik wird unterschiedlich start gestreckt. b) 1. Wie werden die Gewichte befestigt?      2. Wie ist die Masse der Gewichte?	
561	2	2	1	Plastik D ist nicht verändert, während B geschrumpft ist.  Der Kunststoff sollte immer die gleiche Breite haben Den Versuch mit verschiedenen Gewichten wiederholen	
562	2	0	0	genauer,ok	
563	2	3	2	a.  ich wundere mich über die unterschiedlichen Ergebnisse b. gleiche Grösse der Proben, Gewichte müssen exakt gleich viel wiegen	
564	2	1	1	a: Bei den Kunststoffen A,B und C handelt es ich möglicherweise um Thermoplastische Kunsstoffe. Bei D würde ich sagen, wurde ein Duroplast eingesetzt.  b: Die länge von 5 Minuten könnte man auf 1 Stunde erhöhen um genauere Ergebnisse zu erzielen.  Um nochmal sicher zu gehen wäre ein D3 nützlich, dann könnte man einen Mittelwert bilden, der dann relativ viel aussagt.	
565	2	1	1	einige arten haben sich beim 2. testversuch noch mehr ausgedehnt als beim ersten mal	
566	2	2	3	a. Es scheint als sei Polymer B am dehnbarsten. b.  Die Ausgangslänge  und der Querschnitt der Proben müssten identisch sein	
567	2	0	0	Hallo,  leider ist diese Aufgabe für mich nicht machbar,ich war schon immer eine niete in Chemie.	
568	2	1	3	a) A und B scheint mit zunehmender Verformung stärker zu verformen. D verändert seine Elastizität nicht mit der Verformung. Bei C ist es umgekehrt. b) Es hätten mehrere Versuche mit der gleichen Plastikart durchgeführt werden können und mehrere Durchgänge.	
569	2	2	2	Die Dehnbarkeit von B ist am größten und dann D. A ist am kleinsten  1) Benutze längere Proben 2) Mehr als zwei Durchführung	
570	2	0	0	Polymere sind hochmolekulare Verbindungen, deren Moleküle aus einer großen Anzahl repetitiver Atomgruppen bestehen, die durch kovalente chemische Bindungen miteinander verbunden sind.	
571	2	2	1	die plastikarten A und B wurden beim zweiten durchlauf länger, während die plastikart C kürzer wurde, und D gleich blieb. man könnte die plastikarten länger oder kürzer beschweren. das gewicht hätte man noch angeben können	
572	2	1	0	Die Ergebnisse zeigen: 1. Probe A und B haben sich gedehnt/gestreckt 2. Probe C ist abgebrochen (konnte das Gewicht nicht tragen) 3. Probe D ist sehr stabil und das Gewicht hatte keinen Einfluss  Verbesserungen: 1. Gewicht bei A, B und C erhöhen um die maximale Streckung zu erfahren 2. Gewicht bei C verringern 3. Die Strecken am besten per Echtzeit messen und aufzeichnen um ein Diagramm zu bekommen. Oder eben mit unterschiedlichen gewichten in einem linearen Abstand messen.	
573	2	0	0	plastikart a b und c dehnen sich aus , d ist der stabilste	
574	2	2	1	a) Bei dem zweiten Durchlauf ist es immer ein bisschen anders als beim ersten, aber das Resultat ist immer ähnlich.  b) Größere Masse     Längere Zeit hängen lassen	
575	2	2	1	A ist der dehnbarste Kunststoff, während C der am wenigsten dehnbarste Kunstoff ist und sich sogar verkleinert.  Der Versuchsaufbau könnte durch die Verwendung von verschiedenen Gewichten und verschiedenen Zeiträume verbessert werden. Eventuell sollte auch jeder Kunststoff ohne Gewicht aufgehängt werden um einen genauen Vergleichswert zu haben.	
576	2	2	3	- unterschiedliche kunststoffe werden unter druck unterschiedlich stark gedehnt  - verbesserung: angabe der temperatur bzw. immer gleiche temperatur, dehnung an beiden seiten gleich stark, statt nur an einer seite	
577	2	2	1	der schüler sollte die schwere der gewichte angeben und ggf. mit verschiedenen gewichten experimentieren	
578	2	2	0	Die Schlussfolgerung ist für mich nicht eindeutig.  Nur 2 der 4 Streifen haben sich gedehnt. Ein Streifen ist kleiner geworden und bei einem gab es keine Veränderung. Eindeutigere Ergebnisse könnte man evt. erzielen wenn man das Gewicht erhöht welches an den Streifen hängt oder die Zeit verlängert statt 5 vielleicht 15 Minuten hängenlassen	
579	2	2	2	a.  Das Material beeinflusst die Dehnbarkeit des Polymerkunststoffes. Je nachdem was für ein Stoff es ist, dehnt der Kunststoff stärker aus. b. Das Gewicht mittig an das Kunststoffrohr hängen und nicht an eine Ecke.  Alle Kunststoffrohre auf die Anfangslänge bringen/sägen, da hier nicht steht ob die alle gleich Lang sind.	
580	2	3	3	a. - Versuch zu Plastikart A sollte wiederholt werden, da eine sehr hohe Abweichung von 20% erhalten wurde.      - Plastikart B dehnt sich am meisten und Plastikart A am wenigsten b. - Länge der Kunststoffstücke vorher und nachher angeben.      - Masse der Gewichte angeben.	
581	2	3	3	a) Die Messdaten weichen nur gering voneinander ab, was darauf schließen lässt, dass das Experiment gut reproduzierbar ist. b) Um aussagekräftige Ergebnisse zu erzeugen sollten alle Proben die selbe Form und Länge besitzen. Statistisch gesehen kann man erst mit 3 Datensätzen eine Schätzung der Messgenauigkeit machen.	
582	2	2	2	Der Polymerkunststoff B ist am dehnbarsten. Danach folgen B, C, und A. Die Validität der Ergebnisse wäre höher gewesen, wenn eine größere Anzahl Durchläufe durchgeführt worden wäre.	
583	2	2	3	Ohne initiale Längenangaben kann nur geschlussfolgert werden, dass sich alle Plastikarten strecken. Die Verwendung einer einheitlichen Länge würde den Versuchsaufbau verbessern. Alternativ könnte die prozentuale Veränderung angegeben werden.	
584	2	2	2	A) Der Kunststoff D hat sich unter dem verwendeten Gewicht nicht ausgedehnt. Kunststoff C hat sich komischerweise verkürzt. Der Kunststoff A und B haben sich erwartungsgemäß ausgedehnt. B) Es muss nicht nur auf die gleiche Länge sondern auch auf die gleiche dicke der Kunststoffe geachtet werden. Außerdem wäre genau zu nennen welches Gewicht genutzt wird.	
585	2	3	3	a) Wenn ich davon ausgehe, dass alle Kunststoffproben zu Beginn die gleiche Form hatten (gleiche Länge, Breite, und Dicke), dann sind die Kunststoffe B und D dehnbarer als A und C.  b) Der Schüler hätte die Ursprungslänge, -breite, und -dicke der Proben und die Masse der Gewichte angeben können. Der Schüler hätte den Versuch bei verschiedenen Temperaturen wiederholen können.	
586	2	1	1	a) Ansich verändert sich Kunststoff nicht allzu sehr. b)verschiedene Gewichte nutzen und unterschiedliche Zeiten um so zu schauen wie sehr sich Kunststoff maximal verändern kann.	
587	2	2	2	Identische Länge der Kunststoffstücke Identische Gewichte, die angehängt werden	
588	2	3	3	a) Die einzige mögliche Folgerung ist, dass die Materialien tatsächlich dehnen. Ein Vergleich zwischen den Proben ist nicht möglich, da lediglich Längenänderungen (in mm), aber nicht Dehnungen (einheitslos) erfasst wurden.  b) Erfassung der Ausgangslängen und entsprechend Berechnung der Dehnungen // Erfassung der Masse der Gewichte/Klemmen und entsprechend Berechnung der ausgeübten Kraft // weitere Werte notwendig je nach Ziel des Experiments	
589	2	2	1	Plastikart A ist am dehnbarsten, C zieht sich bei Gewicht zusammen. Verbesserung: Einbeziehung unterschiedlicher Gewichte in die Auswertung, mehr als 2 Durchgänge durchführen	
590	2	1	3	a.) Die Abweichungen der selben Plastikart bei unterschiedlichen Durchläufen ist sehr gering, es scheint also wahrscheinlich, dass unterschiedliche Stoffe sich unterschiedlich strecken lassen. b.) Der Schüler hätte zusätzlich das Gewicht der Kunststoffprobe messen und das Gewicht der angehangenen Gewichte angeben können	
591	2	2	0	Drei der vier Plastikarten Dehnen  sich unter Einfluss von Gewichten  - mehrere verschiedene Gewichte an die selbe Plastikart ,aber verschiedene Stücke, hängen  - mehrere Zeiten nutzen als nur 5min 	
592	2	2	3	a) Plastikart B hat sich absolut gesehen am weitesten gestreckt. b) Noch mehr Durchläufe, Streckung öfter messen	
593	2	3	3	A) unterschiedliche Kunststoffarten haben unterschiedliche Längen/Dehnbarkeiten B) Anfangslänge und Endlänge messen Gewichtsangaben unterschiedlicher Gewichte	
594	2	1	2	Für den Versuch , Kunststoff mit gleicher Länge nehmen und die Größe der GewiChef bestimmen. 	
595	2	2	2	Wie lang ist das Material beim Ausgang mindestens? Wie viel Gewicht hängt an der Folie? Wie viel Material soll über die Tischkante herausragen? 	
596	2	2	1	a) Die Unterschiede zwischen D1 und D2 sind gering b) Raumtemperatur erhöhen oder senken Veränderung des Zeitraums an dem die Gewichte daran hängen	
597	2	3	3	a. Von den vier untersuchten Plastikproben hat sich Exemplar B durch die Dehnung um den größten Betrag verlängert. b.  1. Es ist wichtig, die tatsächliche Länge zu Beginn und am Ende anzugeben, um Aussagen über die relative/prozentuale Streckung, und somit über die Dehnbarkeit der Stoffe und nicht nur die Verlängerung der untersuchten Proben machen zu können. 2. Die beiden Durchläufe sollten unter gleichen Bedingungen (Temperatur, Luftdruck, -feuchtigkeit, Gewichte!!!) durchgeführt werden. Wenn das nicht möglich ist, müssen die jeweiligen Bedingungen dokumentiert und gemeinsam mit den Ergebnissen präsentiert werden.	
598	2	1	2	a. Plastikart A dehnt sich am meisten (nicht nur die größte Differenz, auch prozentual. Bei D ändert sich als einzige Art nichts. b. Ändern der Testzeit (1. 5 min, 2. 10min, 3. 15 min); Gleiche Länge der Probe (auch gleiche Länge frei hängend) 	
599	2	3	3	a) verschiedene Kunststoffe sind unterschiedlich flexibel. b) Die Gewichte sollten gleich sein für jeden Kunststoff und am besten auch festgelegt werden. Die Kunststoffproben sollten ansonsten vergleichbar sein? (Gleiche Dicke/Breite) Es ist nicht klar, ob D2 mit den selben Kunststoffstücken oder anderen gleicher Art abläuft	
600	2	2	2	A,c,d,b beschreibt die Ansortierung nach Dehnbarkeit. Validität kann erhöht werden durch: gleiches Volumen der Proben , gleiche Gewichte 	
601	2	2	2	A. A und B sind verzogen, C hat sich zusammengezogen und D ist gleich lang geblieben.  B. Er hätte mehrmals testen sollen, außerdem besser beschreiben mit wie viel Kraft gezogen wurde. 	
602	2	3	3	Verschiedene Sorten Plastik dehnen sich unterschiedlich stark. Man könnte mehr Durchgänge machen und die Ausgangslänge der Proben vereinheitlichen.	
603	10	0	1	hellgrau :: angenehm	
604	10	2	1	weiß :: Die weiße Farbe reflektiert das Licht anstatt es zu absorbieren, dadurch steigt die Temperatur nicht so schnell und wird auch nicht so heiß wie der schwarze Lack. Im Experiment wurde weiß mit den besten Ergebnissen präsentiert. Die weiße Farbe ist unter Beleuchtung bis um 13°C kühler.	
605	10	0	1	weiß :: Je heller die Farbe der Hundehütte desto kühler bleibt es im Inneren.	
606	10	0	0	dunkelgrau :: es wird ziehmlich dunkel	
607	10	1	0	weiß :: Die weiße Farbe absorbiert die meiste wärme und hält dadurch die Temperatur etwas kühler.	
608	10	2	2	weiß :: Die Lackfarbe weiß wäre die ideale Farbe für die Hundehütte, da Tim und Jan's Experiment bewiesen hat, dass diese Lackfarbe weniger schnell den Innenraum erhitzt als die anderen Farben. Die anderen Farben haben im Experiment dazu geführt, dass der Innenraum heißer wird als die Farbe weiß.	
609	10	2	2	weiß :: Die Hundehütte sollte die Farbe weiß haben. Sie hat laut dem Experimente die geringste Innentemperatur.  Eine weiße Hundehütte hat laut dem Experiment 12 Grad weniger im inneren als eine schwarze Hundehütte.	
610	10	0	0	dunkelgrau :: Farbe im Innenraum kann durch Licht beeinträchtigt werden	
611	10	1	1	schwarz :: bei schwarz wird es im inneren der hundehütte sehr heiss	
612	10	1	1	weiß :: erhitzt das Innere der Hudehütte bei Sonneneinstrahlung am wenigsten im Vergleich zu den anderen Farben	
613	10	0	0	dunkelgrau :: ich weiß es leider nicht. das ist halt so.	
614	10	1	1	schwarz :: Schwarz wird mit Abstand am wärmsten mit knapp 53 Grad Celsius	
615	10	2	1	weiß :: Da sich gemäß Jans und Tims Experiments bei weißer Deckelfarbe die Temperatur am wenigsten im Glas erhöht, sollte man eine weiße Lackierung für die Hundehütte wählen, um die Temperatur in ihr in den Sommermonaten gering zu halten. Allerdings ist die Hundehütte offen, das Glas hingegen dicht.	
616	10	0	1	dunkelgrau :: - der Hund strahlt Wärme ab, je dunkler die Hütte gestrichen ist, umso wärmer wird sie.  - ""Lackfarbe""? unter Umständen geht der Hund gar nicht rein! Ich würde unbehandeltes Holz vorziehen.	
617	10	1	1	weiß :: Die Temperatur im Inneren der Hundhütte wird bei Sonneneinstrahlung ansteigen, aber von allen gegebenen Farben am wenigsten.	
618	10	2	2	weiß :: Je dunkler die Lackfarbe, desto wärmer das Innere der Hundehütte. Eine schwarze Hütte könnte im Sommer zu heiß für einen Hund werden. Dies ist deutlich an den Messwerten von Tim und Jan's Experiment zu sehen, bei dem die Innentemperatur des Glases bei schwarzem Deckel ca. 53 °C beträgt, während die Innentemperatur bei weißen Deckel nur ca. 42 °C beträgt.	
619	10	0	1	weiß :: Die Lackfarbe hat einen Einfluss auf die Temperatur in der Hundehütte	
